,Season,Match Number,Round Number,Week,Date,Location,Home Team,Away Team,AB_HOME,Pace_HOME,OffRtg_HOME,DefRtg_HOME,NetRtg_HOME,GOW_HOME,AB_AWAY,Pace_AWAY,OffRtg_AWAY,DefRtg_AWAY,NetRtg_AWAY,GOW_AWAY,Result
530,19-20,531,11,11,04/01/2020 22:30,Fiserv Forum,Milwaukee Bucks,San Antonio Spurs,MIL,104.9,113.8,101.3,+12.5," @ CHI, vs. MIN, vs. SAS",SAS,101.9,109.3,110.9,-1.6," vs. GSW, vs. OKC, @ MIL",127 - 118
531,19-20,532,11,11,04/01/2020 22:30,Chase Center,Golden State Warriors,Detroit Pistons,GSW,100.9,104.0,111.8,-7.8," @ SAS, @ MIN, vs. DET",DET,99.3,110.1,111.8,-1.7," @ UTA, @ LAC, @ GSW, @ LAL",104 - 111
532,19-20,533,11,11,05/01/2020 00:00,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,SAC,97.6,106.9,109.5,-2.6," vs. LAC, vs. MEM, vs. NOP",NOP,103.1,107.7,112.0,-4.3," @ LAL, @ SAC",115 - 117
533,19-20,534,11,11,05/01/2020 17:30,Staples Center,LA Clippers,New York Knicks,LAC,103.6,111.0,104.7,+6.3," @ SAC, vs. DET, vs. MEM, vs. NYK",NYK,99.2,103.8,111.9,-8.1," vs. POR, @ PHX, @ LAC",135 - 132
534,19-20,535,11,11,05/01/2020 20:00,American Airlines Arena,Miami Heat,Portland Trail Blazers,MIA,99.6,110.8,106.3,+4.5," @ WAS, vs. TOR, @ ORL, vs. POR",POR,102.1,109.9,111.1,-1.2," vs. PHX, @ NYK, @ WAS, @ MIA",122 - 111
535,19-20,536,11,11,05/01/2020 21:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Minnesota Timberwolves,CLE,99.4,104.9,113.4,-8.5," @ TOR, vs. CHA, vs. OKC, vs. MIN",MIN,103.6,105.9,109.5,-3.6," vs. BKN, @ MIL, vs. GSW, @ CLE",103 - 118
536,19-20,537,11,11,05/01/2020 22:00,Talking Stick Resort Arena,Phoenix Suns,Memphis Grizzlies,PHX,102.9,109.9,110.7,-0.8," @ POR, @ LAL, vs. NYK, vs. MEM",MEM,103.4,107.2,112.0,-4.8," @ SAC, @ LAC, @ PHX",114 - 121
537,19-20,538,11,11,06/01/2020 00:00,Staples Center,Los Angeles Lakers,Detroit Pistons,LAL,100.2,111.7,104.8,+6.9," vs. PHX, vs. NOP, vs. DET",DET,99.3,110.1,111.8,-1.7," @ UTA, @ LAC, @ GSW, @ LAL",106 - 99
538,19-20,539,11,11,06/01/2020 21:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,CHA,97.9,105.8,112.6,-6.7," vs. BOS, @ CLE, @ DAL",IND,99.7,108.2,105.1,+3.1," vs. PHI, vs. DEN, @ ATL",104 - 115
539,19-20,540,11,11,06/01/2020 21:00,Amway Center,Orlando Magic,Brooklyn Nets,ORL,98.6,104.5,106.6,-2.1," vs. ATL, @ WAS, vs. MIA, vs. UTA",BKN,102.6,106.5,107.1,-0.6," @ MIN, @ DAL, vs. TOR",101 - 89
540,19-20,541,11,11,06/01/2020 21:00,Wells Fargo Center,Philadelphia 76ers,Oklahoma City Thunder,PHI,100.0,109.1,104.6,+4.5," @ IND, @ HOU",OKC,99.5,107.8,107.0,+0.8," vs. DAL, @ SAS, @ CLE",120 - 113
541,19-20,542,11,11,06/01/2020 21:00,Capital One Arena,Washington Wizards,Boston Celtics,WAS,104.2,111.5,116.2,-4.6," vs. MIA, vs. ORL, vs. POR, vs. DEN",BOS,99.4,111.8,104.3,+7.5," @ CHA, vs. ATL, @ CHI",99 - 94
542,19-20,543,11,11,06/01/2020 21:30,State Farm Arena,Atlanta Hawks,Denver Nuggets,ATL,103.3,102.9,113.5,-10.6," @ ORL, @ BOS, vs. IND",DEN,97.7,109.8,104.5,+5.3," @ HOU, @ IND, @ WAS",115 - 123
543,19-20,544,11,11,06/01/2020 22:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,NOP,103.1,107.7,112.0,-4.3," @ LAL, @ SAC",UTA,100.4,107.9,106.0,+1.8," vs. DET, @ CHI, @ ORL",126 - 128
544,19-20,545,11,11,06/01/2020 22:30,American Airlines Center,Dallas Mavericks,Chicago Bulls,DAL,100.6,115.3,107.7,+7.6," @ OKC, vs. BKN, vs. CHA",CHI,101.5,103.9,104.2,-0.4," vs. MIL, vs. UTA, vs. BOS",118 - 110
545,19-20,546,11,11,06/01/2020 22:30,AT&T Center,San Antonio Spurs,Milwaukee Bucks,SAS,101.9,109.3,110.9,-1.6," vs. GSW, vs. OKC, @ MIL",MIL,104.9,113.8,101.3,+12.5," @ CHI, vs. MIN, vs. SAS",126 - 104
546,19-20,547,11,11,07/01/2020 00:00,Golden 1 Center,Sacramento Kings,Golden State Warriors,SAC,97.6,106.9,109.5,-2.6," vs. LAC, vs. MEM, vs. NOP",GSW,100.9,104.0,111.8,-7.8," @ SAS, @ MIN, vs. DET",111 - 98
547,19-20,548,11,11,07/01/2020 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,CLE,99.4,104.9,113.4,-8.5," @ TOR, vs. CHA, vs. OKC, vs. MIN",DET,99.3,110.1,111.8,-1.7," @ UTA, @ LAC, @ GSW, @ LAL",113 - 115
548,19-20,549,11,11,07/01/2020 21:00,Scotiabank Arena,Toronto Raptors,Portland Trail Blazers,TOR,101.2,109.0,104.0,+5.0," vs. CLE, @ MIA, @ BKN",POR,102.1,109.9,111.1,-1.2," vs. PHX, @ NYK, @ WAS, @ MIA",99 - 101
549,19-20,550,11,11,07/01/2020 21:30,Barclays Center,Brooklyn Nets,Oklahoma City Thunder,BKN,102.6,106.5,107.1,-0.6," @ MIN, @ DAL, vs. TOR",OKC,99.5,107.8,107.0,+0.8," vs. DAL, @ SAS, @ CLE",103 - 111
550,19-20,551,11,11,07/01/2020 22:00,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,MEM,103.4,107.2,112.0,-4.8," @ SAC, @ LAC, @ PHX",MIN,103.6,105.9,109.5,-3.6," vs. BKN, @ MIL, vs. GSW, @ CLE",119 - 112
551,19-20,552,11,11,07/01/2020 23:00,Talking Stick Resort Arena,Phoenix Suns,Sacramento Kings,PHX,102.9,109.9,110.7,-0.8," @ POR, @ LAL, vs. NYK, vs. MEM",SAC,97.6,106.9,109.5,-2.6," vs. LAC, vs. MEM, vs. NOP",103 - 114
552,19-20,553,11,11,08/01/2020 00:30,Staples Center,Los Angeles Lakers,New York Knicks,LAL,100.2,111.7,104.8,+6.9," vs. PHX, vs. NOP, vs. DET",NYK,99.2,103.8,111.9,-8.1," vs. POR, @ PHX, @ LAC",117 - 87
553,19-20,554,11,11,08/01/2020 21:00,TD Garden,Boston Celtics,San Antonio Spurs,BOS,99.4,111.8,104.3,+7.5," @ CHA, vs. ATL, @ CHI",SAS,101.9,109.3,110.9,-1.6," vs. GSW, vs. OKC, @ MIL",114 - 129
554,19-20,555,11,11,08/01/2020 21:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,CHA,97.9,105.8,112.6,-6.7," vs. BOS, @ CLE, @ DAL",TOR,101.2,109.0,104.0,+5.0," vs. CLE, @ MIA, @ BKN",110 - 112
555,19-20,556,11,11,08/01/2020 21:00,Bankers Life Fieldhouse,Indiana Pacers,Miami Heat,IND,99.7,108.2,105.1,+3.1," vs. PHI, vs. DEN, @ ATL",MIA,99.6,110.8,106.3,+4.5," @ WAS, vs. TOR, @ ORL, vs. POR",108 - 122
556,19-20,557,11,11,08/01/2020 21:00,Amway Center,Orlando Magic,Washington Wizards,ORL,98.6,104.5,106.6,-2.1," vs. ATL, @ WAS, vs. MIA, vs. UTA",WAS,104.2,111.5,116.2,-4.6," vs. MIA, vs. ORL, vs. POR, vs. DEN",123 - 89
557,19-20,558,11,11,08/01/2020 21:30,State Farm Arena,Atlanta Hawks,Houston Rockets,ATL,103.3,102.9,113.5,-10.6," @ ORL, @ BOS, vs. IND",HOU,104.1,113.6,109.2,+4.3," vs. DEN, vs. PHI",115 - 122
558,19-20,559,11,11,08/01/2020 21:30,American Airlines Center,Dallas Mavericks,Denver Nuggets,DAL,100.6,115.3,107.7,+7.6," @ OKC, vs. BKN, vs. CHA",DEN,97.7,109.8,104.5,+5.3," @ HOU, @ IND, @ WAS",106 - 107
559,19-20,560,11,11,08/01/2020 22:00,Smoothie King Center,New Orleans Pelicans,Chicago Bulls,NOP,103.1,107.7,112.0,-4.3," @ LAL, @ SAC",CHI,101.5,103.9,104.2,-0.4," vs. MIL, vs. UTA, vs. BOS",123 - 108
560,19-20,561,11,11,08/01/2020 23:00,Vivint Smart Home Arena,Utah Jazz,New York Knicks,UTA,100.4,107.9,106.0,+1.8," vs. DET, @ CHI, @ ORL",NYK,99.2,103.8,111.9,-8.1," vs. POR, @ PHX, @ LAC",128 - 104
561,19-20,562,11,11,09/01/2020 00:00,Chase Center,Golden State Warriors,Milwaukee Bucks,GSW,100.9,104.0,111.8,-7.8," @ SAS, @ MIN, vs. DET",MIL,104.9,113.8,101.3,+12.5," @ CHI, vs. MIN, vs. SAS",98 - 107
562,19-20,563,12,12,09/01/2020 21:00,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,DET,99.4,109.0,111.6,-2.6," @ CLE, vs. CLE, vs. CHI",CLE,99.2,105.0,114.0,-9.0," vs. DET, @ DET, @ DEN",112 - 115
563,19-20,564,12,12,09/01/2020 21:00,Wells Fargo Center,Philadelphia 76ers,Boston Celtics,PHI,99.9,108.9,105.3,+3.6," vs. OKC, vs. BOS, @ DAL",BOS,99.4,111.7,104.0,+7.7," @ WAS, vs. SAS, @ PHI, vs. NOP",109 - 98
564,19-20,565,12,12,09/01/2020 22:00,Target Center,Minnesota Timberwolves,Portland Trail Blazers,MIN,103.5,105.8,108.2,-2.4," @ MEM, vs. POR, @ HOU",POR,101.6,110.2,111.9,-1.7," @ TOR, @ MIN, vs. MIL",116 - 102
565,19-20,566,12,12,09/01/2020 23:30,Chesapeake Energy Arena,Oklahoma City Thunder,Houston Rockets,OKC,99.2,108.6,107.1,+1.5," @ PHI, @ BKN, vs. HOU, vs. LAL",HOU,103.9,114.1,109.1,+5.0," @ ATL, @ OKC, vs. MIN",113 - 92
566,19-20,567,12,12,10/01/2020 21:00,Capital One Arena,Washington Wizards,Atlanta Hawks,WAS,103.6,111.9,116.2,-4.3," vs. BOS, @ ORL, vs. ATL, vs. UTA",ATL,103.0,103.3,112.8,-9.5," vs. DEN, vs. HOU, @ WAS, @ BKN",111 - 101
567,19-20,569,12,12,10/01/2020 21:15,Madison Square Garden,New York Knicks,New Orleans Pelicans,NYK,99.6,104.9,111.9,-7.0," @ LAL, @ UTA, vs. NOP, vs. MIA",NOP,103.2,107.8,112.1,-4.3," vs. UTA, vs. CHI, @ NYK, @ BOS",111 - 123
568,19-20,568,12,12,10/01/2020 21:30,Barclays Center,Brooklyn Nets,Miami Heat,BKN,102.6,106.3,107.8,-1.6," @ ORL, vs. OKC, vs. MIA, vs. ATL",MIA,99.1,110.0,106.5,+3.4," @ IND, @ BKN, @ NYK",117 - 113
569,19-20,570,12,12,10/01/2020 22:00,United Center,Chicago Bulls,Indiana Pacers,CHI,101.2,103.8,105.1,-1.3," @ DAL, @ NOP, vs. IND, @ DET",IND,99.4,109.0,106.0,+3.0," @ CHA, vs. MIA, @ CHI",105 - 116
570,19-20,571,12,12,10/01/2020 22:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,MEM,103.6,108.3,112.0,-3.7," vs. MIN, vs. SAS, vs. GSW",SAS,101.4,109.8,111.4,-1.6," vs. MIL, @ BOS, @ MEM, @ TOR",134 - 121
571,19-20,573,12,12,10/01/2020 23:00,Talking Stick Resort Arena,Phoenix Suns,Orlando Magic,PHX,102.7,110.3,111.1,-0.7," vs. SAC, vs. ORL, vs. CHA",ORL,98.5,104.7,106.1,-1.4," vs. BKN, vs. WAS, @ PHX",98 - 94
572,19-20,574,12,12,10/01/2020 23:00,Vivint Smart Home Arena,Utah Jazz,Charlotte Hornets,UTA,99.8,108.2,105.3,+2.9," @ NOP, vs. NYK, vs. CHA, @ WAS",CHA,97.6,106.2,112.7,-6.5," vs. IND, vs. TOR, @ UTA, @ PHX",109 - 92
573,19-20,572,12,12,10/01/2020 23:45,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,DAL,100.1,115.3,108.3,+7.0," vs. CHI, vs. DEN, vs. LAL, vs. PHI",LAL,100.4,111.9,104.8,+7.1," vs. NYK, @ DAL, @ OKC",114 - 129
574,19-20,575,12,12,11/01/2020 00:00,Golden 1 Center,Sacramento Kings,Milwaukee Bucks,SAC,98.0,106.9,109.7,-2.8," vs. GSW, @ PHX, vs. MIL",MIL,104.8,113.9,101.5,+12.4," @ SAS, @ GSW, @ SAC, @ POR",106 - 127
575,19-20,576,12,12,11/01/2020 00:30,Staples Center,LA Clippers,Golden State Warriors,LAC,103.4,111.7,105.8,+5.9," vs. GSW, @ DEN",GSW,100.5,103.7,111.6,-7.9," @ SAC, vs. MIL, @ LAC, @ MEM",109 - 100
576,19-20,577,12,12,11/01/2020 19:00,Toyota Center,Houston Rockets,Minnesota Timberwolves,HOU,103.9,114.1,109.1,+5.0," @ ATL, @ OKC, vs. MIN",MIN,103.5,105.8,108.2,-2.4," @ MEM, vs. POR, @ HOU",139 - 109
577,19-20,578,12,12,11/01/2020 21:00,TD Garden,Boston Celtics,New Orleans Pelicans,BOS,99.4,111.7,104.0,+7.7," @ WAS, vs. SAS, @ PHI, vs. NOP",NOP,103.2,107.8,112.1,-4.3," vs. UTA, vs. CHI, @ NYK, @ BOS",140 - 105
578,19-20,579,12,12,11/01/2020 21:00,Little Caesars Arena,Detroit Pistons,Chicago Bulls,DET,99.4,109.0,111.6,-2.6," @ CLE, vs. CLE, vs. CHI",CHI,101.2,103.8,105.1,-1.3," @ DAL, @ NOP, vs. IND, @ DET",99 - 108
579,19-20,580,12,12,11/01/2020 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Los Angeles Lakers,OKC,99.2,108.6,107.1,+1.5," @ PHI, @ BKN, vs. HOU, vs. LAL",LAL,100.4,111.9,104.8,+7.1," vs. NYK, @ DAL, @ OKC",110 - 125
580,19-20,581,12,12,11/01/2020 22:30,American Airlines Center,Dallas Mavericks,Philadelphia 76ers,DAL,100.1,115.3,108.3,+7.0," vs. CHI, vs. DEN, vs. LAL, vs. PHI",PHI,99.9,108.9,105.3,+3.6," vs. OKC, vs. BOS, @ DAL",109 - 91
581,19-20,582,12,12,11/01/2020 23:00,Pepsi Center,Denver Nuggets,Cleveland Cavaliers,DEN,97.7,110.4,106.4,+4.0," @ ATL, @ DAL, vs. CLE, vs. LAC",CLE,99.2,105.0,114.0,-9.0," vs. DET, @ DET, @ DEN",103 - 111
582,19-20,583,12,12,12/01/2020 00:00,Moda Center,Portland Trail Blazers,Milwaukee Bucks,POR,101.6,110.2,111.9,-1.7," @ TOR, @ MIN, vs. MIL",MIL,104.8,113.9,101.5,+12.4," @ SAS, @ GSW, @ SAC, @ POR",101 - 122
583,19-20,584,12,12,12/01/2020 17:30,Madison Square Garden,New York Knicks,Miami Heat,NYK,99.6,104.9,111.9,-7.0," @ LAL, @ UTA, vs. NOP, vs. MIA",MIA,99.1,110.0,106.5,+3.4," @ IND, @ BKN, @ NYK",124 - 121
584,19-20,585,12,12,12/01/2020 17:30,Capital One Arena,Washington Wizards,Utah Jazz,WAS,103.6,111.9,116.2,-4.3," vs. BOS, @ ORL, vs. ATL, vs. UTA",UTA,99.8,108.2,105.3,+2.9," @ NOP, vs. NYK, vs. CHA, @ WAS",116 - 127
585,19-20,586,12,12,12/01/2020 20:00,Barclays Center,Brooklyn Nets,Atlanta Hawks,BKN,102.6,106.3,107.8,-1.6," @ ORL, vs. OKC, vs. MIA, vs. ATL",ATL,103.0,103.3,112.8,-9.5," vs. DEN, vs. HOU, @ WAS, @ BKN",108 - 86
586,19-20,587,12,12,12/01/2020 20:00,Scotiabank Arena,Toronto Raptors,San Antonio Spurs,TOR,100.7,109.1,103.6,+5.5," vs. POR, @ CHA, vs. SAS",SAS,101.4,109.8,111.4,-1.6," vs. MIL, @ BOS, @ MEM, @ TOR",104 - 105
587,19-20,588,12,12,12/01/2020 20:00,FedExForum,Memphis Grizzlies,Golden State Warriors,MEM,103.6,108.3,112.0,-3.7," vs. MIN, vs. SAS, vs. GSW",GSW,100.5,103.7,111.6,-7.9," @ SAC, vs. MIL, @ LAC, @ MEM",122 - 102
588,19-20,589,12,12,12/01/2020 22:00,Pepsi Center,Denver Nuggets,LA Clippers,DEN,97.7,110.4,106.4,+4.0," @ ATL, @ DAL, vs. CLE, vs. LAC",LAC,103.4,111.7,105.8,+5.9," vs. GSW, @ DEN",114 - 104
589,19-20,590,12,12,12/01/2020 22:00,Talking Stick Resort Arena,Phoenix Suns,Charlotte Hornets,PHX,102.7,110.3,111.1,-0.7," vs. SAC, vs. ORL, vs. CHA",CHA,97.6,106.2,112.7,-6.5," vs. IND, vs. TOR, @ UTA, @ PHX",100 - 92
590,19-20,591,12,12,13/01/2020 21:00,Little Caesars Arena,Detroit Pistons,New Orleans Pelicans,DET,99.4,109.0,111.6,-2.6," @ CLE, vs. CLE, vs. CHI",NOP,103.2,107.8,112.1,-4.3," vs. UTA, vs. CHI, @ NYK, @ BOS",110 - 117
591,19-20,592,12,12,13/01/2020 21:00,Bankers Life Fieldhouse,Indiana Pacers,Philadelphia 76ers,IND,99.4,109.0,106.0,+3.0," @ CHA, vs. MIA, @ CHI",PHI,99.9,108.9,105.3,+3.6," vs. OKC, vs. BOS, @ DAL",101 - 95
592,19-20,593,12,12,13/01/2020 21:30,TD Garden,Boston Celtics,Chicago Bulls,BOS,99.4,111.7,104.0,+7.7," @ WAS, vs. SAS, @ PHI, vs. NOP",CHI,101.2,103.8,105.1,-1.3," @ DAL, @ NOP, vs. IND, @ DET",113 - 101
593,19-20,594,12,12,13/01/2020 22:00,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,MIN,103.5,105.8,108.2,-2.4," @ MEM, vs. POR, @ HOU",OKC,99.2,108.6,107.1,+1.5," @ PHI, @ BKN, vs. HOU, vs. LAL",104 - 117
594,19-20,595,12,12,14/01/2020 00:00,Moda Center,Portland Trail Blazers,Charlotte Hornets,POR,101.6,110.2,111.9,-1.7," @ TOR, @ MIN, vs. MIL",CHA,97.6,106.2,112.7,-6.5," vs. IND, vs. TOR, @ UTA, @ PHX",115 - 112
595,19-20,596,12,12,14/01/2020 00:00,Golden 1 Center,Sacramento Kings,Orlando Magic,SAC,98.0,106.9,109.7,-2.8," vs. GSW, @ PHX, vs. MIL",ORL,98.5,104.7,106.1,-1.4," vs. BKN, vs. WAS, @ PHX",112 - 114
596,19-20,597,12,12,14/01/2020 00:30,Staples Center,Los Angeles Lakers,Cleveland Cavaliers,LAL,100.4,111.9,104.8,+7.1," vs. NYK, @ DAL, @ OKC",CLE,99.2,105.0,114.0,-9.0," vs. DET, @ DET, @ DEN",128 - 99
597,19-20,598,12,12,14/01/2020 21:30,State Farm Arena,Atlanta Hawks,Phoenix Suns,ATL,103.0,103.3,112.8,-9.5," vs. DEN, vs. HOU, @ WAS, @ BKN",PHX,102.7,110.3,111.1,-0.7," vs. SAC, vs. ORL, vs. CHA",123 - 110
598,19-20,599,12,12,14/01/2020 21:30,Barclays Center,Brooklyn Nets,Utah Jazz,BKN,102.6,106.3,107.8,-1.6," @ ORL, vs. OKC, vs. MIA, vs. ATL",UTA,99.8,108.2,105.3,+2.9," @ NOP, vs. NYK, vs. CHA, @ WAS",107 - 118
599,19-20,600,12,12,14/01/2020 22:00,FedExForum,Memphis Grizzlies,Houston Rockets,MEM,103.6,108.3,112.0,-3.7," vs. MIN, vs. SAS, vs. GSW",HOU,103.9,114.1,109.1,+5.0," @ ATL, @ OKC, vs. MIN",121 - 110
600,19-20,601,12,12,14/01/2020 22:00,Fiserv Forum,Milwaukee Bucks,New York Knicks,MIL,104.8,113.9,101.5,+12.4," @ SAS, @ GSW, @ SAC, @ POR",NYK,99.6,104.9,111.9,-7.0," @ LAL, @ UTA, vs. NOP, vs. MIA",128 - 102
601,19-20,602,12,12,15/01/2020 00:30,Chase Center,Golden State Warriors,Dallas Mavericks,GSW,100.5,103.7,111.6,-7.9," @ SAC, vs. MIL, @ LAC, @ MEM",DAL,100.1,115.3,108.3,+7.0," vs. CHI, vs. DEN, vs. LAL, vs. PHI",97 - 124
602,19-20,603,12,12,15/01/2020 00:30,Staples Center,LA Clippers,Cleveland Cavaliers,LAC,103.4,111.7,105.8,+5.9," vs. GSW, @ DEN",CLE,99.2,105.0,114.0,-9.0," vs. DET, @ DET, @ DEN",128 - 103
603,19-20,604,12,12,15/01/2020 21:00,TD Garden,Boston Celtics,Detroit Pistons,BOS,99.4,111.7,104.0,+7.7," @ WAS, vs. SAS, @ PHI, vs. NOP",DET,99.4,109.0,111.6,-2.6," @ CLE, vs. CLE, vs. CHI",103 - 116
604,19-20,605,12,12,15/01/2020 21:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,PHI,99.9,108.9,105.3,+3.6," vs. OKC, vs. BOS, @ DAL",BKN,102.6,106.3,107.8,-1.6," @ ORL, vs. OKC, vs. MIA, vs. ATL",117 - 106
605,19-20,606,12,12,15/01/2020 21:30,American Airlines Arena,Miami Heat,San Antonio Spurs,MIA,99.1,110.0,106.5,+3.4," @ IND, @ BKN, @ NYK",SAS,101.4,109.8,111.4,-1.6," vs. MIL, @ BOS, @ MEM, @ TOR",106 - 100
606,19-20,607,12,12,15/01/2020 22:00,United Center,Chicago Bulls,Washington Wizards,CHI,101.2,103.8,105.1,-1.3," @ DAL, @ NOP, vs. IND, @ DET",WAS,103.6,111.9,116.2,-4.3," vs. BOS, @ ORL, vs. ATL, vs. UTA",115 - 106
607,19-20,608,12,12,15/01/2020 22:00,Target Center,Minnesota Timberwolves,Indiana Pacers,MIN,103.5,105.8,108.2,-2.4," @ MEM, vs. POR, @ HOU",IND,99.4,109.0,106.0,+3.0," @ CHA, vs. MIA, @ CHI",99 - 104
608,19-20,609,12,12,15/01/2020 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Toronto Raptors,OKC,99.2,108.6,107.1,+1.5," @ PHI, @ BKN, vs. HOU, vs. LAL",TOR,100.7,109.1,103.6,+5.5," vs. POR, @ CHA, vs. SAS",121 - 130
609,19-20,610,12,12,15/01/2020 23:00,Pepsi Center,Denver Nuggets,Charlotte Hornets,DEN,97.7,110.4,106.4,+4.0," @ ATL, @ DAL, vs. CLE, vs. LAC",CHA,97.6,106.2,112.7,-6.5," vs. IND, vs. TOR, @ UTA, @ PHX",100 - 86
610,19-20,611,12,12,15/01/2020 23:30,Toyota Center,Houston Rockets,Portland Trail Blazers,HOU,103.9,114.1,109.1,+5.0," @ ATL, @ OKC, vs. MIN",POR,101.6,110.2,111.9,-1.7," @ TOR, @ MIN, vs. MIL",107 - 117
611,19-20,612,12,12,16/01/2020 00:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,SAC,98.0,106.9,109.7,-2.8," vs. GSW, @ PHX, vs. MIL",DAL,100.1,115.3,108.3,+7.0," vs. CHI, vs. DEN, vs. LAL, vs. PHI",123 - 127
612,19-20,613,12,12,16/01/2020 00:30,Staples Center,Los Angeles Lakers,Orlando Magic,LAL,100.4,111.9,104.8,+7.1," vs. NYK, @ DAL, @ OKC",ORL,98.5,104.7,106.1,-1.4," vs. BKN, vs. WAS, @ PHX",118 - 119
613,19-20,614,13,13,16/01/2020 21:30,Madison Square Garden,New York Knicks,Phoenix Suns,NYK,99.6,105.0,112.9,-7.9," @ MIL, vs. PHX, vs. PHI",PHX,102.4,109.7,110.5,-0.7," @ ATL, @ NYK, @ BOS",98 - 121
614,19-20,615,13,13,16/01/2020 22:00,Fiserv Forum,Milwaukee Bucks,Boston Celtics,MIL,104.9,113.4,101.6,+11.7," vs. NYK, vs. BOS, @ BKN",BOS,99.6,111.5,104.5,+7.0," vs. CHI, vs. DET, @ MIL, vs. PHX",128 - 123
615,19-20,616,13,13,16/01/2020 22:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,NOP,103.2,108.6,112.7,-4.1," @ DET, vs. UTA, vs. LAC",UTA,99.6,110.1,106.1,+4.0," @ BKN, @ NOP, vs. SAC",138 - 132
616,19-20,617,13,13,17/01/2020 00:30,Chase Center,Golden State Warriors,Denver Nuggets,GSW,101.0,102.7,111.1,-8.3," vs. DAL, vs. DEN, vs. ORL",DEN,97.5,111.0,107.1,+4.0," vs. CHA, @ GSW, vs. IND",131 - 134
617,19-20,618,13,13,17/01/2020 00:30,Staples Center,LA Clippers,Orlando Magic,LAC,103.3,111.5,105.8,+5.6," vs. CLE, vs. ORL, @ NOP",ORL,98.6,104.8,104.9,-0.1," @ SAC, @ LAL, @ LAC, @ GSW",122 - 95
618,19-20,619,13,13,17/01/2020 21:00,Bankers Life Fieldhouse,Indiana Pacers,Minnesota Timberwolves,IND,99.1,109.8,106.7,+3.1," vs. PHI, @ MIN, vs. MIN, @ DEN",MIN,103.7,105.8,108.5,-2.7," vs. OKC, vs. IND, @ IND, vs. TOR",116 - 114
619,19-20,620,13,13,17/01/2020 21:00,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,PHI,99.6,109.1,105.8,+3.3," @ IND, vs. BKN, vs. CHI, @ NYK",CHI,100.8,104.5,106.2,-1.7," @ BOS, vs. WAS, @ PHI, vs. CLE",100 - 89
620,19-20,621,13,13,17/01/2020 21:00,Scotiabank Arena,Toronto Raptors,Washington Wizards,TOR,100.2,108.9,103.8,+5.1," @ OKC, vs. WAS, @ MIN",WAS,103.5,110.7,115.4,-4.7," @ CHI, @ TOR",140 - 111
621,19-20,622,13,13,17/01/2020 22:00,FedExForum,Memphis Grizzlies,Cleveland Cavaliers,MEM,103.7,109.1,111.5,-2.4," vs. HOU, vs. CLE",CLE,98.9,105.7,113.9,-8.2," @ LAL, @ LAC, @ MEM, @ CHI",113 - 109
622,19-20,623,13,13,17/01/2020 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Miami Heat,OKC,99.3,108.5,107.1,+1.5," @ MIN, vs. TOR, vs. MIA, vs. POR",MIA,99.0,110.9,107.5,+3.4," vs. SAS, @ OKC, @ SAS",108 - 115
623,19-20,624,13,13,17/01/2020 22:30,AT&T Center,San Antonio Spurs,Atlanta Hawks,SAS,101.4,110.7,111.5,-0.9," @ MIA, vs. ATL, vs. MIA",ATL,103.1,103.0,112.6,-9.6," vs. PHX, @ SAS, vs. DET",120 - 121
624,19-20,625,13,13,17/01/2020 23:30,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,DAL,99.7,115.3,108.9,+6.4," @ GSW, @ SAC, vs. POR",POR,101.5,109.5,111.8,-2.3," vs. CHA, @ HOU, @ DAL, @ OKC",120 - 112
625,19-20,626,13,13,18/01/2020 17:30,Smoothie King Center,New Orleans Pelicans,LA Clippers,NOP,103.2,108.6,112.7,-4.1," @ DET, vs. UTA, vs. LAC",LAC,103.3,111.5,105.8,+5.6," vs. CLE, vs. ORL, @ NOP",130 - 133
626,19-20,627,13,13,18/01/2020 20:00,Barclays Center,Brooklyn Nets,Milwaukee Bucks,BKN,102.5,105.5,106.8,-1.3," vs. UTA, @ PHI, vs. MIL",MIL,104.9,113.4,101.6,+11.7," vs. NYK, vs. BOS, @ BKN",97 - 117
627,19-20,628,13,13,18/01/2020 21:00,TD Garden,Boston Celtics,Phoenix Suns,BOS,99.6,111.5,104.5,+7.0," vs. CHI, vs. DET, @ MIL, vs. PHX",PHX,102.4,109.7,110.5,-0.7," @ ATL, @ NYK, @ BOS",119 - 123
