,Season,Match Number,Round Number,Week,Date,Location,Home Team,Away Team,AB_HOME,Pace_HOME,OffRtg_HOME,DefRtg_HOME,NetRtg_HOME,GOW_HOME,AB_AWAY,Pace_AWAY,OffRtg_AWAY,DefRtg_AWAY,NetRtg_AWAY,GOW_AWAY,Result
0,18-19,1,1,1,22/12/2020 21:00,Barclays Center,Brooklyn Nets,Golden State Warriors,BKN,101.7,108.7,109.2,-0.5," vs. GSW, @ BOS, @ CHA",GSW,101.0,104.4,113.0,-8.6," @ BKN, @ MIL, @ CHI",125 - 99
1,18-19,2,1,1,23/12/2020 00:00,STAPLES Center,Los Angeles Lakers,LA Clippers,LAL,101.2,111.7,106.1,+5.6," vs. LAC, vs. DAL, vs. MIN",LAC,102.2,113.3,106.9,+6.3," @ LAL, @ DEN, vs. DAL",109 - 116
2,18-19,3,1,1,23/12/2020 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,CLE,99.2,106.9,114.8,-7.9," vs. CHA, @ DET, vs. PHI",CHA,96.2,105.9,112.8,-7.0," @ CLE, vs. OKC, vs. BKN",121 - 114
3,18-19,4,1,1,23/12/2020 21:00,Bankers Life Fieldhouse,Indiana Pacers,New York Knicks,IND,99.4,109.5,107.5,+1.9," vs. NYK, @ CHI, vs. BOS",NYK,99.1,105.9,112.4,-6.5," @ IND, vs. PHI, vs. MIL",121 - 107
4,18-19,5,1,1,23/12/2020 21:00,Amway Center,Orlando Magic,Miami Heat,ORL,99.0,107.9,109.2,-1.3," vs. MIA, @ WAS, @ WAS",MIA,98.7,111.9,109.3,+2.7," @ ORL, vs. NOP",113 - 107
5,18-19,6,1,1,23/12/2020 21:00,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,PHI,99.6,110.7,108.4,+2.3," vs. WAS, @ NYK, @ CLE",WAS,103.4,110.2,114.7,-4.5," @ PHI, vs. ORL, vs. ORL",113 - 107
6,18-19,7,1,1,23/12/2020 21:30,TD Garden,Boston Celtics,Milwaukee Bucks,BOS,99.9,112.8,106.5,+6.3," vs. MIL, vs. BKN, @ IND",MIL,105.5,111.9,102.5,+9.4," @ BOS, vs. GSW, @ NYK",122 - 121
7,18-19,8,1,1,23/12/2020 21:30,Amalie Arena,Toronto Raptors,New Orleans Pelicans,TOR,101.2,110.8,104.7,+6.4," vs. NOP, @ SAS",NOP,103.9,110.5,111.8,-1.3," @ TOR, @ MIA, vs. SAS",99 - 113
8,18-19,9,1,1,23/12/2020 22:00,United Center,Chicago Bulls,Atlanta Hawks,CHI,100.5,105.8,108.9,-3.1," vs. ATL, vs. IND, vs. GSW",ATL,103.3,107.0,114.4,-7.4," @ CHI, @ MEM",104 - 124
9,18-19,11,1,1,23/12/2020 22:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,MEM,103.3,108.7,109.7,-1.0," vs. SAS, vs. ATL",SAS,101.1,111.7,112.6,-0.9," @ MEM, vs. TOR, @ NOP",119 - 131
10,18-19,12,1,1,23/12/2020 22:00,Target Center,Minnesota Timberwolves,Detroit Pistons,MIN,104.0,107.6,111.6,-4.0," vs. DET, @ UTA, @ LAL",DET,97.9,108.8,112.3,-3.5," @ MIN, vs. CLE",111 - 101
11,18-19,13,1,1,23/12/2020 23:00,Ball Arena,Denver Nuggets,Sacramento Kings,DEN,97.6,112.6,110.4,+2.2," vs. SAC, vs. LAC",SAC,99.6,109.5,111.4,-1.9," @ DEN, vs. PHX, vs. PHX",122 - 124
12,18-19,14,1,1,24/12/2020 00:00,Moda Center,Portland Trail Blazers,Utah Jazz,POR,101.2,113.2,114.3,-1.2," vs. UTA, vs. HOU",UTA,99.1,111.8,109.3,+2.5," @ POR, vs. MIN",100 - 120
13,18-19,15,1,1,24/12/2020 00:30,Phoenix Suns Arena,Phoenix Suns,Dallas Mavericks,PHX,101.7,111.3,110.8,+0.5," vs. DAL, @ SAC, @ SAC",DAL,99.8,115.9,111.2,+4.8," @ PHX, @ LAL, @ LAC",106 - 102
14,18-19,16,1,1,25/12/2020 14:00,AmericanAirlines Arena,Miami Heat,New Orleans Pelicans,MIA,98.7,111.9,109.3,+2.7," @ ORL, vs. NOP",NOP,103.9,110.5,111.8,-1.3," @ TOR, @ MIA, vs. SAS",111 - 98
15,18-19,17,1,1,25/12/2020 16:30,Fiserv Forum,Milwaukee Bucks,Golden State Warriors,MIL,105.5,111.9,102.5,+9.4," @ BOS, vs. GSW, @ NYK",GSW,101.0,104.4,113.0,-8.6," @ BKN, @ MIL, @ CHI",138 - 99
16,18-19,18,1,1,25/12/2020 19:00,TD Garden,Boston Celtics,Brooklyn Nets,BOS,99.9,112.8,106.5,+6.3," vs. MIL, vs. BKN, @ IND",BKN,101.7,108.7,109.2,-0.5," vs. GSW, @ BOS, @ CHA",95 - 123
17,18-19,19,1,1,25/12/2020 22:00,STAPLES Center,Los Angeles Lakers,Dallas Mavericks,LAL,101.2,111.7,106.1,+5.6," vs. LAC, vs. DAL, vs. MIN",DAL,99.8,115.9,111.2,+4.8," @ PHX, @ LAL, @ LAC",138 - 115
18,18-19,20,1,1,26/12/2020 00:30,Ball Arena,Denver Nuggets,LA Clippers,DEN,97.6,112.6,110.4,+2.2," vs. SAC, vs. LAC",LAC,102.2,113.3,106.9,+6.3," @ LAL, @ DEN, vs. DAL",108 - 121
19,18-19,21,1,1,26/12/2020 19:00,FedExForum,Memphis Grizzlies,Atlanta Hawks,MEM,103.3,108.7,109.7,-1.0," vs. SAS, vs. ATL",ATL,103.3,107.0,114.4,-7.4," @ CHI, @ MEM",112 - 122
20,18-19,22,1,1,26/12/2020 21:00,Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,CHA,96.2,105.9,112.8,-7.0," @ CLE, vs. OKC, vs. BKN",OKC,99.4,110.1,108.1,+2.1," @ HOU, @ CHA",107 - 109
21,18-19,23,1,1,26/12/2020 21:00,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,DET,97.9,108.8,112.3,-3.5," @ MIN, vs. CLE",CLE,99.2,106.9,114.8,-7.9," vs. CHA, @ DET, vs. PHI",119 - 128
22,18-19,24,1,1,26/12/2020 21:00,Capital One Arena,Washington Wizards,Orlando Magic,WAS,103.4,110.2,114.7,-4.5," @ PHI, vs. ORL, vs. ORL",ORL,99.0,107.9,109.2,-1.3," vs. MIA, @ WAS, @ WAS",120 - 130
23,18-19,25,1,1,26/12/2020 21:30,Madison Square Garden,New York Knicks,Philadelphia 76ers,NYK,99.1,105.9,112.4,-6.5," @ IND, vs. PHI, vs. MIL",PHI,99.6,110.7,108.4,+2.3," vs. WAS, @ NYK, @ CLE",89 - 109
24,18-19,26,1,1,26/12/2020 22:00,United Center,Chicago Bulls,Indiana Pacers,CHI,100.5,105.8,108.9,-3.1," vs. ATL, vs. IND, vs. GSW",IND,99.4,109.5,107.5,+1.9," vs. NYK, @ CHI, vs. BOS",106 - 125
25,18-19,27,1,1,26/12/2020 22:30,AT&T Center,San Antonio Spurs,Toronto Raptors,SAS,101.1,111.7,112.6,-0.9," @ MEM, vs. TOR, @ NOP",TOR,101.2,110.8,104.7,+6.4," vs. NOP, @ SAS",119 - 114
26,18-19,28,1,1,26/12/2020 23:00,Vivint Arena,Utah Jazz,Minnesota Timberwolves,UTA,99.1,111.8,109.3,+2.5," @ POR, vs. MIN",MIN,104.0,107.6,111.6,-4.0," vs. DET, @ UTA, @ LAL",111 - 116
27,18-19,29,1,1,27/12/2020 00:00,Moda Center,Portland Trail Blazers,Houston Rockets,POR,101.2,113.2,114.3,-1.2," vs. UTA, vs. HOU",HOU,104.0,112.5,109.8,+2.7," vs. OKC, @ POR",128 - 126
28,18-19,30,1,1,27/12/2020 00:00,Golden 1 Center,Sacramento Kings,Phoenix Suns,SAC,99.6,109.5,111.4,-1.9," @ DEN, vs. PHX, vs. PHX",PHX,101.7,111.3,110.8,+0.5," vs. DAL, @ SAC, @ SAC",106 - 103
29,18-19,31,1,1,27/12/2020 17:30,STAPLES Center,LA Clippers,Dallas Mavericks,LAC,102.2,113.3,106.9,+6.3," @ LAL, @ DEN, vs. DAL",DAL,99.8,115.9,111.2,+4.8," @ PHX, @ LAL, @ LAC",73 - 124
30,18-19,32,1,1,27/12/2020 21:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,CHA,96.2,105.9,112.8,-7.0," @ CLE, vs. OKC, vs. BKN",BKN,101.7,108.7,109.2,-0.5," vs. GSW, @ BOS, @ CHA",106 - 104
31,18-19,33,1,1,27/12/2020 21:00,Capital One Arena,Washington Wizards,Orlando Magic,WAS,103.4,110.2,114.7,-4.5," @ PHI, vs. ORL, vs. ORL",ORL,99.0,107.9,109.2,-1.3," vs. MIA, @ WAS, @ WAS",113 - 120
32,18-19,34,1,1,27/12/2020 21:00,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,NOP,103.9,110.5,111.8,-1.3," @ TOR, @ MIA, vs. SAS",SAS,101.1,111.7,112.6,-0.9," @ MEM, vs. TOR, @ NOP",98 - 95
33,18-19,35,1,1,27/12/2020 21:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,CLE,99.2,106.9,114.8,-7.9," vs. CHA, @ DET, vs. PHI",PHI,99.6,110.7,108.4,+2.3," vs. WAS, @ NYK, @ CLE",118 - 94
34,18-19,36,1,1,27/12/2020 21:30,Madison Square Garden,New York Knicks,Milwaukee Bucks,NYK,99.1,105.9,112.4,-6.5," @ IND, vs. PHI, vs. MIL",MIL,105.5,111.9,102.5,+9.4," @ BOS, vs. GSW, @ NYK",130 - 110
35,18-19,37,1,1,27/12/2020 22:00,Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,IND,99.4,109.5,107.5,+1.9," vs. NYK, @ CHI, vs. BOS",BOS,99.9,112.8,106.5,+6.3," vs. MIL, vs. BKN, @ IND",108 - 107
36,18-19,38,1,1,27/12/2020 22:00,United Center,Chicago Bulls,Golden State Warriors,CHI,100.5,105.8,108.9,-3.1," vs. ATL, vs. IND, vs. GSW",GSW,101.0,104.4,113.0,-8.6," @ BKN, @ MIL, @ CHI",128 - 129
37,18-19,39,1,1,27/12/2020 23:00,Golden 1 Center,Sacramento Kings,Phoenix Suns,SAC,99.6,109.5,111.4,-1.9," @ DEN, vs. PHX, vs. PHX",PHX,101.7,111.3,110.8,+0.5," vs. DAL, @ SAC, @ SAC",100 - 116
38,18-19,40,1,1,28/12/2020 00:00,STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,LAL,101.2,111.7,106.1,+5.6," vs. LAC, vs. DAL, vs. MIN",MIN,104.0,107.6,111.6,-4.0," vs. DET, @ UTA, @ LAL",127 - 91
39,18-19,41,1,1,28/12/2020 21:30,State Farm Arena,Atlanta Hawks,Detroit Pistons,ATL,103.3,107.0,114.4,-7.4," @ CHI, @ MEM",DET,97.9,108.8,112.3,-3.5," @ MIN, vs. CLE",128 - 120
40,18-19,42,1,1,28/12/2020 21:30,Barclays Center,Brooklyn Nets,Memphis Grizzlies,BKN,101.7,108.7,109.2,-0.5," vs. GSW, @ BOS, @ CHA",MEM,103.3,108.7,109.7,-1.0," vs. SAS, vs. ATL",111 - 116
41,18-19,43,1,1,28/12/2020 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Utah Jazz,OKC,99.4,110.1,108.1,+2.1," @ HOU, @ CHA",UTA,99.1,111.8,109.3,+2.5," @ POR, vs. MIN",109 - 110
42,18-19,44,1,1,28/12/2020 23:00,Ball Arena,Denver Nuggets,Houston Rockets,DEN,97.6,112.6,110.4,+2.2," vs. SAC, vs. LAC",HOU,104.0,112.5,109.8,+2.7," vs. OKC, @ POR",124 - 111
43,18-19,45,1,1,29/12/2020 00:00,STAPLES Center,Los Angeles Lakers,Portland Trail Blazers,LAL,101.2,111.7,106.1,+5.6," vs. LAC, vs. DAL, vs. MIN",POR,101.2,113.2,114.3,-1.2," vs. UTA, vs. HOU",107 - 115
44,18-19,46,2,2,29/12/2020 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,CLE,101.9,111.9,100.3,+11.6," vs. NYK, @ IND, @ ATL",NYK,100.0,109.4,112.6,-3.2," @ CLE, @ TOR, @ IND",86 - 95
45,18-19,47,2,2,29/12/2020 21:00,Little Caesars Arena,Detroit Pistons,Golden State Warriors,DET,102.3,97.3,105.8,-8.4," @ ATL, vs. GSW, vs. BOS, vs. BOS",GSW,112.0,97.6,116.0,-18.4," @ DET, vs. POR, vs. POR",106 - 116
46,18-19,48,2,2,29/12/2020 21:00,Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,IND,105.2,112.0,101.6,+10.4," vs. BOS, vs. CLE, vs. NYK",BOS,100.2,108.0,116.9,-8.9," @ IND, vs. MEM, @ DET, @ DET",111 - 116
47,18-19,49,2,2,29/12/2020 21:00,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,PHI,100.8,104.3,104.0,+0.3," vs. TOR, @ ORL, vs. CHA",TOR,104.3,101.9,111.5,-9.6," @ PHI, vs. NYK, @ NOP",100 - 93
48,18-19,50,2,2,29/12/2020 21:00,Capital One Arena,Washington Wizards,Chicago Bulls,WAS,106.2,106.9,113.8,-6.9," vs. CHI, vs. CHI, @ MIN, @ BKN",CHI,109.5,102.4,115.6,-13.2," @ WAS, @ WAS, @ MIL, vs. DAL",107 - 115
49,18-19,51,2,2,29/12/2020 21:30,AmericanAirlines Arena,Miami Heat,Milwaukee Bucks,MIA,101.5,107.9,103.4,+4.5," vs. MIL, vs. MIL, @ DAL",MIL,103.2,118.6,114.0,+4.7," @ MIA, @ MIA, vs. CHI",97 - 114
50,18-19,52,2,2,29/12/2020 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Orlando Magic,OKC,105.5,103.8,100.9,+2.9," vs. UTA, vs. ORL, vs. NOP, @ ORL",ORL,105.8,114.2,107.3,+6.9," @ OKC, vs. PHI, vs. OKC",107 - 118
51,18-19,53,2,2,30/12/2020 00:00,Phoenix Suns Arena,Phoenix Suns,New Orleans Pelicans,PHX,101.7,106.2,101.3,+4.9," vs. NOP, @ UTA, @ DEN, vs. LAC",NOP,100.7,102.0,101.3,+0.7," @ PHX, @ OKC, vs. TOR",111 - 86
52,18-19,54,2,2,30/12/2020 00:00,STAPLES Center,LA Clippers,Minnesota Timberwolves,LAC,98.2,105.4,115.6,-10.2," vs. MIN, vs. POR, @ UTA, @ PHX",MIN,103.8,102.3,108.7,-6.4," @ LAC, vs. WAS, vs. DEN",124 - 101
53,18-19,55,2,2,30/12/2020 00:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,SAC,101.0,105.8,108.3,-2.5," vs. DEN, @ HOU, @ HOU",DEN,98.6,110.6,118.4,-7.8," vs. HOU, @ SAC, vs. PHX, @ MIN",125 - 115
54,18-19,56,2,2,30/12/2020 21:30,TD Garden,Boston Celtics,Memphis Grizzlies,BOS,100.2,108.0,116.9,-8.9," @ IND, vs. MEM, @ DET, @ DET",MEM,107.0,107.9,118.2,-10.3," @ BKN, @ BOS, @ CHA, vs. LAL",126 - 107
55,18-19,57,2,2,30/12/2020 21:30,Barclays Center,Brooklyn Nets,Atlanta Hawks,BKN,104.5,112.1,95.8,+16.3," vs. MEM, vs. ATL, vs. ATL, vs. WAS",ATL,105.8,116.6,101.9,+14.7," vs. DET, @ BKN, @ BKN, vs. CLE",145 - 141
56,18-19,58,2,2,30/12/2020 21:30,AmericanAirlines Arena,Miami Heat,Milwaukee Bucks,MIA,101.5,107.9,103.4,+4.5," vs. MIL, vs. MIL, @ DAL",MIL,103.2,118.6,114.0,+4.7," @ MIA, @ MIA, vs. CHI",119 - 108
57,18-19,59,2,2,30/12/2020 22:30,American Airlines Center,Dallas Mavericks,Charlotte Hornets,DAL,99.8,114.0,105.7,+8.4," vs. CHA, vs. MIA, @ CHI",CHA,103.7,105.1,107.4,-2.3," @ DAL, vs. MEM, @ PHI",99 - 118
58,18-19,60,2,2,30/12/2020 22:30,AT&T Center,San Antonio Spurs,Los Angeles Lakers,SAS,104.7,110.2,105.1,+5.1," vs. LAL, vs. LAL, vs. UTA",LAL,104.0,119.5,103.5,+16.0," vs. POR, @ SAS, @ SAS, @ MEM",107 - 121
59,18-19,61,2,2,31/12/2020 00:00,STAPLES Center,LA Clippers,Portland Trail Blazers,LAC,98.2,105.4,115.6,-10.2," vs. MIN, vs. POR, @ UTA, @ PHX",POR,98.6,109.6,118.8,-9.2," @ LAL, @ LAC, @ GSW, @ GSW",128 - 105
60,18-19,62,2,2,31/12/2020 17:00,Bankers Life Fieldhouse,Indiana Pacers,Cleveland Cavaliers,IND,105.2,112.0,101.6,+10.4," vs. BOS, vs. CLE, vs. NYK",CLE,101.9,111.9,100.3,+11.6," vs. NYK, @ IND, @ ATL",119 - 99
61,18-19,63,2,2,31/12/2020 19:00,Capital One Arena,Washington Wizards,Chicago Bulls,WAS,106.2,106.9,113.8,-6.9," vs. CHI, vs. CHI, @ MIN, @ BKN",CHI,109.5,102.4,115.6,-13.2," @ WAS, @ WAS, @ MIL, vs. DAL",130 - 133
62,18-19,64,2,2,31/12/2020 20:30,Amway Center,Orlando Magic,Philadelphia 76ers,ORL,105.8,114.2,107.3,+6.9," @ OKC, vs. PHI, vs. OKC",PHI,100.8,104.3,104.0,+0.3," vs. TOR, @ ORL, vs. CHA",92 - 116
63,18-19,65,2,2,31/12/2020 21:00,Toyota Center,Houston Rockets,Sacramento Kings,HOU,97.8,117.8,117.4,+0.3," @ DEN, vs. SAC, vs. SAC",SAC,101.0,105.8,108.3,-2.5," vs. DEN, @ HOU, @ HOU",122 - 119
64,18-19,66,2,2,31/12/2020 21:30,Amalie Arena,Toronto Raptors,New York Knicks,TOR,104.3,101.9,111.5,-9.6," @ PHI, vs. NYK, @ NOP",NYK,100.0,109.4,112.6,-3.2," @ CLE, @ TOR, @ IND",100 - 83
65,18-19,67,2,2,31/12/2020 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,New Orleans Pelicans,OKC,105.5,103.8,100.9,+2.9," vs. UTA, vs. ORL, vs. NOP, @ ORL",NOP,100.7,102.0,101.3,+0.7," @ PHX, @ OKC, vs. TOR",80 - 113
66,18-19,68,2,2,31/12/2020 23:00,Vivint Arena,Utah Jazz,Phoenix Suns,UTA,101.8,113.2,106.4,+6.8," @ OKC, vs. PHX, vs. LAC, @ SAS",PHX,101.7,106.2,101.3,+4.9," vs. NOP, @ UTA, @ DEN, vs. LAC",95 - 106
67,18-19,69,2,2,01/01/2021 21:00,Spectrum Center,Charlotte Hornets,Memphis Grizzlies,CHA,103.7,105.1,107.4,-2.3," @ DAL, vs. MEM, @ PHI",MEM,107.0,107.9,118.2,-10.3," @ BKN, @ BOS, @ CHA, vs. LAL",93 - 108
68,18-19,70,2,2,01/01/2021 21:00,Little Caesars Arena,Detroit Pistons,Boston Celtics,DET,102.3,97.3,105.8,-8.4," @ ATL, vs. GSW, vs. BOS, vs. BOS",BOS,100.2,108.0,116.9,-8.9," @ IND, vs. MEM, @ DET, @ DET",96 - 93
69,18-19,71,2,2,01/01/2021 21:00,American Airlines Center,Dallas Mavericks,Miami Heat,DAL,99.8,114.0,105.7,+8.4," vs. CHA, vs. MIA, @ CHI",MIA,101.5,107.9,103.4,+4.5," vs. MIL, vs. MIL, @ DAL",93 - 83
70,18-19,72,2,2,01/01/2021 21:30,Barclays Center,Brooklyn Nets,Atlanta Hawks,BKN,104.5,112.1,95.8,+16.3," vs. MEM, vs. ATL, vs. ATL, vs. WAS",ATL,105.8,116.6,101.9,+14.7," vs. DET, @ BKN, @ BKN, vs. CLE",96 - 114
71,18-19,73,2,2,01/01/2021 22:00,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,MIL,103.2,118.6,114.0,+4.7," @ MIA, @ MIA, vs. CHI",CHI,109.5,102.4,115.6,-13.2," @ WAS, @ WAS, @ MIL, vs. DAL",126 - 96
72,18-19,74,2,2,01/01/2021 22:00,Target Center,Minnesota Timberwolves,Washington Wizards,MIN,103.8,102.3,108.7,-6.4," @ LAC, vs. WAS, vs. DEN",WAS,106.2,106.9,113.8,-6.9," vs. CHI, vs. CHI, @ MIN, @ BKN",109 - 130
73,18-19,75,2,2,01/01/2021 22:00,AT&T Center,San Antonio Spurs,Los Angeles Lakers,SAS,104.7,110.2,105.1,+5.1," vs. LAL, vs. LAL, vs. UTA",LAL,104.0,119.5,103.5,+16.0," vs. POR, @ SAS, @ SAS, @ MEM",103 - 109
74,18-19,76,2,2,01/01/2021 23:00,Ball Arena,Denver Nuggets,Phoenix Suns,DEN,98.6,110.6,118.4,-7.8," vs. HOU, @ SAC, vs. PHX, @ MIN",PHX,101.7,106.2,101.3,+4.9," vs. NOP, @ UTA, @ DEN, vs. LAC",103 - 106
75,18-19,77,2,2,01/01/2021 23:00,Vivint Arena,Utah Jazz,LA Clippers,UTA,101.8,113.2,106.4,+6.8," @ OKC, vs. PHX, vs. LAC, @ SAS",LAC,98.2,105.4,115.6,-10.2," vs. MIN, vs. POR, @ UTA, @ PHX",106 - 100
76,18-19,78,2,2,02/01/2021 00:30,Chase Center,Golden State Warriors,Portland Trail Blazers,GSW,112.0,97.6,116.0,-18.4," @ DET, vs. POR, vs. POR",POR,98.6,109.6,118.8,-9.2," @ LAL, @ LAC, @ GSW, @ GSW",98 - 123
77,18-19,79,2,2,02/01/2021 19:00,Toyota Center,Houston Rockets,Sacramento Kings,HOU,97.8,117.8,117.4,+0.3," @ DEN, vs. SAC, vs. SAC",SAC,101.0,105.8,108.3,-2.5," vs. DEN, @ HOU, @ HOU",102 - 94
78,18-19,80,2,2,02/01/2021 21:00,Bankers Life Fieldhouse,Indiana Pacers,New York Knicks,IND,105.2,112.0,101.6,+10.4," vs. BOS, vs. CLE, vs. NYK",NYK,100.0,109.4,112.6,-3.2," @ CLE, @ TOR, @ IND",102 - 106
79,18-19,81,2,2,02/01/2021 21:00,Amway Center,Orlando Magic,Oklahoma City Thunder,ORL,105.8,114.2,107.3,+6.9," @ OKC, vs. PHI, vs. OKC",OKC,105.5,103.8,100.9,+2.9," vs. UTA, vs. ORL, vs. NOP, @ ORL",99 - 108
80,18-19,82,2,2,02/01/2021 21:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,PHI,100.8,104.3,104.0,+0.3," vs. TOR, @ ORL, vs. CHA",CHA,103.7,105.1,107.4,-2.3," @ DAL, vs. MEM, @ PHI",127 - 112
81,18-19,83,2,2,02/01/2021 21:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,ATL,105.8,116.6,101.9,+14.7," vs. DET, @ BKN, @ BKN, vs. CLE",CLE,101.9,111.9,100.3,+11.6," vs. NYK, @ IND, @ ATL",91 - 96
82,18-19,84,2,2,02/01/2021 21:30,Smoothie King Center,New Orleans Pelicans,Toronto Raptors,NOP,100.7,102.0,101.3,+0.7," @ PHX, @ OKC, vs. TOR",TOR,104.3,101.9,111.5,-9.6," @ PHI, vs. NYK, @ NOP",120 - 116
83,18-19,85,2,2,03/01/2021 17:00,Little Caesars Arena,Detroit Pistons,Boston Celtics,DET,102.3,97.3,105.8,-8.4," @ ATL, vs. GSW, vs. BOS, vs. BOS",BOS,100.2,108.0,116.9,-8.9," @ IND, vs. MEM, @ DET, @ DET",120 - 122
84,18-19,86,2,2,03/01/2021 20:00,Barclays Center,Brooklyn Nets,Washington Wizards,BKN,104.5,112.1,95.8,+16.3," vs. MEM, vs. ATL, vs. ATL, vs. WAS",WAS,106.2,106.9,113.8,-6.9," vs. CHI, vs. CHI, @ MIN, @ BKN",122 - 123
85,18-19,87,2,2,03/01/2021 20:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,MEM,107.0,107.9,118.2,-10.3," @ BKN, @ BOS, @ CHA, vs. LAL",LAL,104.0,119.5,103.5,+16.0," vs. POR, @ SAS, @ SAS, @ MEM",94 - 108
86,18-19,88,2,2,03/01/2021 21:00,Target Center,Minnesota Timberwolves,Denver Nuggets,MIN,103.8,102.3,108.7,-6.4," @ LAC, vs. WAS, vs. DEN",DEN,98.6,110.6,118.4,-7.8," vs. HOU, @ SAC, vs. PHX, @ MIN",109 - 124
87,18-19,89,2,2,03/01/2021 21:00,AT&T Center,San Antonio Spurs,Utah Jazz,SAS,104.7,110.2,105.1,+5.1," vs. LAL, vs. LAL, vs. UTA",UTA,101.8,113.2,106.4,+6.8," @ OKC, vs. PHX, vs. LAC, @ SAS",109 - 130
88,18-19,90,2,2,03/01/2021 22:00,United Center,Chicago Bulls,Dallas Mavericks,CHI,109.5,102.4,115.6,-13.2," @ WAS, @ WAS, @ MIL, vs. DAL",DAL,99.8,114.0,105.7,+8.4," vs. CHA, vs. MIA, @ CHI",118 - 108
89,18-19,91,2,2,03/01/2021 22:00,Phoenix Suns Arena,Phoenix Suns,LA Clippers,PHX,101.7,106.2,101.3,+4.9," vs. NOP, @ UTA, @ DEN, vs. LAC",LAC,98.2,105.4,115.6,-10.2," vs. MIN, vs. POR, @ UTA, @ PHX",107 - 112
90,18-19,92,2,2,03/01/2021 22:30,Chase Center,Golden State Warriors,Portland Trail Blazers,GSW,112.0,97.6,116.0,-18.4," @ DET, vs. POR, vs. POR",POR,98.6,109.6,118.8,-9.2," @ LAL, @ LAC, @ GSW, @ GSW",137 - 122
91,18-19,93,2,2,04/01/2021 21:00,Amway Center,Orlando Magic,Cleveland Cavaliers,ORL,105.8,114.2,107.3,+6.9," @ OKC, vs. PHI, vs. OKC",CLE,101.9,111.9,100.3,+11.6," vs. NYK, @ IND, @ ATL",103 - 83
92,18-19,94,2,2,04/01/2021 21:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,PHI,100.8,104.3,104.0,+0.3," vs. TOR, @ ORL, vs. CHA",CHA,103.7,105.1,107.4,-2.3," @ DAL, vs. MEM, @ PHI",118 - 101
93,18-19,95,2,2,04/01/2021 21:30,State Farm Arena,Atlanta Hawks,New York Knicks,ATL,105.8,116.6,101.9,+14.7," vs. DET, @ BKN, @ BKN, vs. CLE",NYK,100.0,109.4,112.6,-3.2," @ CLE, @ TOR, @ IND",108 - 113
94,18-19,96,2,2,04/01/2021 21:30,AmericanAirlines Arena,Miami Heat,Oklahoma City Thunder,MIA,101.5,107.9,103.4,+4.5," vs. MIL, vs. MIL, @ DAL",OKC,105.5,103.8,100.9,+2.9," vs. UTA, vs. ORL, vs. NOP, @ ORL",118 - 90
95,18-19,97,2,2,04/01/2021 21:30,Amalie Arena,Toronto Raptors,Boston Celtics,TOR,104.3,101.9,111.5,-9.6," @ PHI, vs. NYK, @ NOP",BOS,100.2,108.0,116.9,-8.9," @ IND, vs. MEM, @ DET, @ DET",114 - 126
96,18-19,98,2,2,04/01/2021 22:00,Toyota Center,Houston Rockets,Dallas Mavericks,HOU,97.8,117.8,117.4,+0.3," @ DEN, vs. SAC, vs. SAC",DAL,99.8,114.0,105.7,+8.4," vs. CHA, vs. MIA, @ CHI",100 - 113
97,18-19,99,2,2,04/01/2021 22:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,MIL,103.2,118.6,114.0,+4.7," @ MIA, @ MIA, vs. CHI",DET,102.3,97.3,105.8,-8.4," @ ATL, vs. GSW, vs. BOS, vs. BOS",125 - 115
98,18-19,100,2,2,04/01/2021 22:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,NOP,100.7,102.0,101.3,+0.7," @ PHX, @ OKC, vs. TOR",IND,105.2,112.0,101.6,+10.4," vs. BOS, vs. CLE, vs. NYK",116 - 118
99,18-19,101,2,2,05/01/2021 00:00,Chase Center,Golden State Warriors,Sacramento Kings,GSW,112.0,97.6,116.0,-18.4," @ DET, vs. POR, vs. POR",SAC,101.0,105.8,108.3,-2.5," vs. DEN, @ HOU, @ HOU",137 - 106
