,Season,Match Number,Round Number,Week,Date,Location,Home Team,Away Team,AB_HOME,Pace_HOME,OffRtg_HOME,DefRtg_HOME,NetRtg_HOME,GOW_HOME,AB_AWAY,Pace_AWAY,OffRtg_AWAY,DefRtg_AWAY,NetRtg_AWAY,GOW_AWAY,Result
282,18-19,305,6,6,31/01/2021 00:00,Chase Center,Golden State Warriors,Detroit Pistons,GSW,104.1,107.1,110.5,-3.4," vs. MIN, vs. MIN, @ PHX, vs. DET",DET,99.2,107.3,111.3,-0.4," vs. PHI, @ CLE, vs. LAL, @ GSW",118 - 91
283,18-19,308,6,6,31/01/2021 15:00,Madison Square Garden,New York Knicks,LA Clippers,NYK,96.8,105.5,106.9,-1.4," @ UTA, vs. CLE, vs. LAC",LAC,98.3,116.8,109.1,+7.7," @ ATL, @ MIA, @ ORL, @ NYK",115 - 129
284,18-19,306,6,6,31/01/2021 17:30,Ball Arena,Denver Nuggets,Utah Jazz,DEN,98.4,114.9,110.8,+4.1," @ DAL, @ MIA, @ SAS, vs. UTA",UTA,99.5,113.7,106.8,+6.9," vs. NYK, vs. DAL, vs. DAL, @ DEN",128 - 117
285,18-19,307,6,6,31/01/2021 21:00,Bankers Life Fieldhouse,Indiana Pacers,Philadelphia 76ers,IND,100.4,111.0,109.0,+1.9," vs. TOR, @ CHA, @ CHA, vs. PHI",PHI,103.0,110.4,106.3,+4.1," @ DET, vs. LAL, @ MIN, @ IND",110 - 119
286,18-19,309,6,6,31/01/2021 21:00,Amalie Arena,Toronto Raptors,Orlando Magic,TOR,100.3,109.9,108.1,+1.8," @ IND, vs. MIL, vs. SAC, vs. ORL",ORL,99.3,104.8,110.4,-5.5," vs. CHA, vs. SAC, vs. LAC, @ TOR",115 - 102
287,18-19,310,6,6,31/01/2021 21:00,Capital One Arena,Washington Wizards,Brooklyn Nets,WAS,105.7,112.5,114.7,-2.3," @ HOU, @ NOP, vs. ATL, vs. BKN",BKN,102.8,114.9,111.8,+3.0," vs. MIA, @ ATL, @ OKC, @ WAS",149 - 146
288,18-19,311,6,6,31/01/2021 22:00,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,MIN,102.2,104.3,112.4,-8.1," @ GSW, @ GSW, vs. PHI, vs. CLE",CLE,98.3,103.5,107.7,-4.1," vs. LAL, vs. DET, @ NYK, @ MIN",109 - 104
289,18-19,313,6,6,01/02/2021 21:30,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,ATL,101.2,1120.2,108.3,+1.9," vs. LAC, vs. BKN, @ WAS",LAL,100.8,113.4,103.6,+9.8," @ CLE, @ PHI, @ DET, @ BOS",99 - 107
290,18-19,314,6,6,01/02/2021 21:30,AmericanAirlines Arena,Miami Heat,Charlotte Hornets,MIA,101.1,107.3,111.2,-3.9," @ BKN, vs. DEN, vs. LAC, vs. SAC",CHA,100.0,107.8,108.7,-1.0," @ ORL, vs. IND, vs. IND, vs. MIL",121 - 129
291,18-19,312,6,6,01/02/2021 22:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Minnesota Timberwolves,CLE,98.3,103.5,107.7,-4.1," vs. LAL, vs. DET, @ NYK, @ MIN",MIN,102.2,104.3,112.4,-8.1," @ GSW, @ GSW, vs. PHI, vs. CLE",100 - 98
292,18-19,315,6,6,01/02/2021 22:00,United Center,Chicago Bulls,New York Knicks,CHI,104.8,109.8,112.4,-2.7," vs. BOS, vs. POR",NYK,96.8,105.5,106.9,-1.4," @ UTA, vs. CLE, vs. LAC",110 - 102
293,18-19,316,6,6,01/02/2021 22:00,Fiserv Forum,Milwaukee Bucks,Portland Trail Blazers,MIL,101.9,117.9,108.9,+9.0," @ TOR, @ NOP, @ CHA",POR,100.8,113.2,114.0,-0.8," vs. OKC, @ HOU, @ CHI",134 - 106
294,18-19,317,6,6,01/02/2021 22:00,Smoothie King Center,New Orleans Pelicans,Sacramento Kings,NOP,99.2,108.2,111.6,-3.4," vs. SAS, vs. WAS, vs. MIL, vs. HOU",SAC,101.4,110.2,118.7,-8.4," @ ORL, @ TOR, @ MIA",109 - 118
295,18-19,318,6,6,01/02/2021 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Houston Rockets,OKC,101.1,103.3,110.9,-7.6," @ POR, @ PHX, vs. BKN",HOU,101.3,108.7,109.0,-0.3," vs. WAS, vs. POR, @ NOP",106 - 136
296,18-19,319,6,6,01/02/2021 22:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,DAL,99.8,108.9,109.0,-0.1," vs. DEN, @ UTA, @ UTA, vs. PHX",PHX,97.7,110.5,108.7,+1.8," vs. OKC, vs. GSW, @ DAL",108 - 109
297,18-19,320,6,6,01/02/2021 22:30,AT&T Center,San Antonio Spurs,Memphis Grizzlies,SAS,101.4,109.0,108.6,+0.4," @ NOP, vs. BOS, vs. DEN, vs. MEM",MEM,100.4,105.3,106.1,-0.8," vs. CHI, @ SAS",102 - 133
298,18-19,323,7,7,02/02/2021 21:00,Amway Center,Orlando Magic,Toronto Raptors,ORL,99.3,104.8,111.3,-6.5," vs. TOR, vs. CHI, vs. CHI",TOR,100.2,110.9,110.1,+0.8," @ ORL, @ BKN, @ ATL",108 - 123
299,18-19,324,7,7,02/02/2021 21:30,Barclays Center,Brooklyn Nets,LA Clippers,BKN,102.6,116.8,112.7,+4.1," vs. LAC, vs. TOR, @ PHI",LAC,98.1,116.7,108.9,+7.8," @ BKN, @ CLE, vs. BOS, vs. SAC",124 - 120
300,18-19,322,7,7,02/02/2021 22:00,Bankers Life Fieldhouse,Indiana Pacers,Memphis Grizzlies,IND,110.2,111.8,109.8,+2.0," vs. MEM, @ MIL, vs. NOP, vs. UTA",MEM,100.4,107.0,106.5,+0.5," @ SAS, @ IND, vs. HOU, @ NOP",134 - 116
301,18-19,559,7,7,02/02/2021 22:00,Capital One Arena,Washington Wizards,Portland Trail Blazers,WAS,105.3,110.9,115.6,-4.7," vs. POR, @ MIA, @ MIA, @ CHA",POR,100.3,113.9,114.9,-1.1," @ MIL, @ WAS, @ PHI, @ NYK",121 - 132
302,18-19,325,7,7,03/02/2021 00:00,Vivint Arena,Utah Jazz,Detroit Pistons,UTA,98.8,114.9,107.7,+7.2," vs. DET, @ ATL, @ CHA, @ IND",DET,98.9,107.5,111.4,-3.9," @ DEN, @ UTA, @ PHX, @ LAL",117 - 105
303,18-19,326,7,7,03/02/2021 00:00,Chase Center,Golden State Warriors,Boston Celtics,GSW,104.0,108.2,108.9,-0.8," vs. BOS, @ DAL, @ DAL",BOS,100.1,111.6,108.9,+2.7," @ GSW, @ SAC, @ LAC, @ PHX",107 - 111
304,18-19,327,7,7,03/02/2021 21:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,CHA,100.0,108.7,109.7,-0.9," @ MIA, vs. PHI, vs. UTA, vs. WAS",PHI,102.1,111.2,106.8,+4.4," @ CHA, vs. POR, vs. BKN",111 - 118
305,18-19,329,7,7,03/02/2021 21:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,MIL,101.8,117.9,110.6,+7.3," vs. POR, vs. IND, @ CLE, @ CLE",IND,110.2,111.8,109.8,+2.0," vs. MEM, @ MIL, vs. NOP, vs. UTA",130 - 110
306,18-19,330,7,7,03/02/2021 21:30,State Farm Arena,Atlanta Hawks,Dallas Mavericks,ATL,100.6,111.2,108.4,+2.7," vs. LAL, vs. DAL, vs. UTA, vs. TOR",DAL,99.2,109.0,111.0,-2.1," vs. PHX, @ ATL, vs. GSW, vs. GSW",116 - 122
307,18-19,328,7,7,03/02/2021 22:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,LA Clippers,CLE,98.2,103.9,108.3,-4.3," vs. MIN, vs. LAC, vs. MIL, vs. MIL",LAC,98.1,116.7,108.9,+7.8," @ BKN, @ CLE, vs. BOS, vs. SAC",99 - 121
308,18-19,331,7,7,03/02/2021 22:00,AmericanAirlines Arena,Miami Heat,Washington Wizards,MIA,100.0,105.5,111.0,-5.5," vs. CHA, vs. WAS, vs. WAS, @ NYK",WAS,105.3,110.9,115.6,-4.7," vs. POR, @ MIA, @ MIA, @ CHA",100 - 103
309,18-19,332,7,7,03/02/2021 22:00,United Center,Chicago Bulls,New York Knicks,CHI,104.0,110.3,113.6,-3.4," vs. NYK, vs. NYK, @ ORL, @ ORL",NYK,96.1,106.6,108.0,-1.4," @ CHI, @ CHI, vs. POR, vs. MIA",103 - 107
310,18-19,333,7,7,03/02/2021 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Houston Rockets,OKC,101.3,105.2,112.3,-7.1," vs. HOU, vs. HOU, vs. MIN, vs. MIN",HOU,101.7,108.8,106.9,+1.8," @ OKC, @ OKC, @ MEM, vs. SAS",104 - 87
311,18-19,334,7,7,03/02/2021 22:30,AT&T Center,San Antonio Spurs,Minnesota Timberwolves,SAS,101.1,109.8,109.7,+0.2," vs. MEM, vs. MIN, @ HOU",MIN,102.4,103.9,112.9,-9.0," @ CLE, @ SAS, @ OKC, @ OKC",111 - 108
312,18-19,335,7,7,03/02/2021 23:30,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,NOP,99.9,109.9,112.4,-2.5," vs. SAC, vs. PHX, @ IND, vs. MEM",PHX,98.2,109.8,107.1,+2.7," @ DAL, @ NOP, vs. DET, vs. BOS",123 - 101
313,18-19,336,7,7,04/02/2021 00:00,Golden 1 Center,Sacramento Kings,Boston Celtics,SAC,100.8,111.6,118.2,-6.6," @ NOP, vs. BOS, vs. DEN, @ LAC",BOS,100.1,111.6,108.9,+2.7," @ GSW, @ SAC, @ LAC, @ PHX",116 - 111
314,18-19,338,7,7,04/02/2021 21:30,State Farm Arena,Atlanta Hawks,Utah Jazz,ATL,100.6,111.2,108.4,+2.7," vs. LAL, vs. DAL, vs. UTA, vs. TOR",UTA,98.8,114.9,107.7,+7.2," vs. DET, @ ATL, @ CHA, @ IND",91 - 112
315,18-19,339,7,7,04/02/2021 21:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,DAL,99.2,109.0,111.0,-2.1," vs. PHX, @ ATL, vs. GSW, vs. GSW",GSW,104.0,108.2,108.9,-0.8," vs. BOS, @ DAL, @ DAL",116 - 147
316,18-19,337,7,7,04/02/2021 22:00,Wells Fargo Center,Philadelphia 76ers,Portland Trail Blazers,PHI,102.1,111.2,106.8,+4.4," @ CHA, vs. POR, vs. BKN",POR,100.3,113.9,114.9,-1.1," @ MIL, @ WAS, @ PHI, @ NYK",105 - 121
317,18-19,340,7,7,04/02/2021 23:00,FedExForum,Memphis Grizzlies,Houston Rockets,MEM,100.4,107.0,106.5,+0.5," @ SAS, @ IND, vs. HOU, @ NOP",HOU,101.7,108.8,106.9,+1.8," @ OKC, @ OKC, @ MEM, vs. SAS",103 - 115
318,18-19,341,7,7,05/02/2021 00:00,STAPLES Center,Los Angeles Lakers,Denver Nuggets,LAL,99.5,112.5,104.8,+7.8," @ ATL, vs. DEN, vs. DET",DEN,98.1,115.8,110.9,+4.9," vs. DET, @ LAL, @ SAC",114 - 93
319,18-19,343,7,7,05/02/2021 21:00,Bankers Life Fieldhouse,Indiana Pacers,New Orleans Pelicans,IND,110.2,111.8,109.8,+2.0," vs. MEM, @ MIL, vs. NOP, vs. UTA",NOP,99.9,109.9,112.4,-2.5," vs. SAC, vs. PHX, @ IND, vs. MEM",113 - 114
320,18-19,344,7,7,05/02/2021 21:00,Amway Center,Orlando Magic,Chicago Bulls,ORL,99.3,104.8,111.3,-6.5," vs. TOR, vs. CHI, vs. CHI",CHI,104.0,110.3,113.6,-3.4," vs. NYK, vs. NYK, @ ORL, @ ORL",123 - 119
321,18-19,345,7,7,05/02/2021 21:30,Barclays Center,Brooklyn Nets,Toronto Raptors,BKN,102.6,116.8,112.7,+4.1," vs. LAC, vs. TOR, @ PHI",TOR,100.2,110.9,110.1,+0.8," @ ORL, @ BKN, @ ATL",117 - 123
322,18-19,346,7,7,05/02/2021 21:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,CLE,98.2,103.9,108.3,-4.3," vs. MIN, vs. LAC, vs. MIL, vs. MIL",MIL,101.8,117.9,110.6,+7.3," vs. POR, vs. IND, @ CLE, @ CLE",105 - 123
323,18-19,342,7,7,05/02/2021 22:00,Spectrum Center,Charlotte Hornets,Utah Jazz,CHA,100.0,108.7,109.7,-0.9," @ MIA, vs. PHI, vs. UTA, vs. WAS",UTA,98.8,114.9,107.7,+7.2," vs. DET, @ ATL, @ CHA, @ IND",121 - 138
324,18-19,347,7,7,05/02/2021 22:00,AmericanAirlines Arena,Miami Heat,Washington Wizards,MIA,100.0,105.5,111.0,-5.5," vs. CHA, vs. WAS, vs. WAS, @ NYK",WAS,105.3,110.9,115.6,-4.7," vs. POR, @ MIA, @ MIA, @ CHA",122 - 95
325,18-19,348,7,7,05/02/2021 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Minnesota Timberwolves,OKC,101.3,105.2,112.3,-7.1," vs. HOU, vs. HOU, vs. MIN, vs. MIN",MIN,102.4,103.9,112.9,-9.0," @ CLE, @ SAS, @ OKC, @ OKC",103 - 106
326,18-19,349,7,7,05/02/2021 23:00,Phoenix Suns Arena,Phoenix Suns,Detroit Pistons,PHX,98.2,109.8,107.1,+2.7," @ DAL, @ NOP, vs. DET, vs. BOS",DET,98.9,107.5,111.4,-3.9," @ DEN, @ UTA, @ PHX, @ LAL",109 - 92
327,18-19,350,7,7,06/02/2021 00:00,STAPLES Center,LA Clippers,Boston Celtics,LAC,98.1,116.7,108.9,+7.8," @ BKN, @ CLE, vs. BOS, vs. SAC",BOS,100.1,111.6,108.9,+2.7," @ GSW, @ SAC, @ LAC, @ PHX",115 - 119
328,18-19,351,7,7,06/02/2021 15:00,Madison Square Garden,New York Knicks,Portland Trail Blazers,NYK,96.1,106.6,108.0,-1.4," @ CHI, @ CHI, vs. POR, vs. MIA",POR,100.3,113.9,114.9,-1.1," @ MIL, @ WAS, @ PHI, @ NYK",110 - 99
329,18-19,352,7,7,06/02/2021 19:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,SAC,100.8,111.6,118.2,-6.6," @ NOP, vs. BOS, vs. DEN, @ LAC",DEN,98.1,115.8,110.9,+4.9," vs. DET, @ LAL, @ SAC",119 - 114
330,18-19,353,7,7,06/02/2021 21:00,Amway Center,Orlando Magic,Chicago Bulls,ORL,99.3,104.8,111.3,-6.5," vs. TOR, vs. CHI, vs. CHI",CHI,104.0,110.3,113.6,-3.4," vs. NYK, vs. NYK, @ ORL, @ ORL",92 - 118
331,18-19,354,7,7,06/02/2021 22:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,PHI,102.1,111.2,106.8,+4.4," @ CHA, vs. POR, vs. BKN",BKN,102.6,116.8,112.7,+4.1," vs. LAC, vs. TOR, @ PHI",124 - 108
332,18-19,356,7,7,06/02/2021 22:00,State Farm Arena,Atlanta Hawks,Toronto Raptors,ATL,100.6,111.2,108.4,+2.7," vs. LAL, vs. DAL, vs. UTA, vs. TOR",TOR,100.2,110.9,110.1,+0.8," @ ORL, @ BKN, @ ATL",132 - 121
333,18-19,357,7,7,06/02/2021 22:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,CLE,98.2,103.9,108.3,-4.3," vs. MIN, vs. LAC, vs. MIL, vs. MIL",MIL,101.8,117.9,110.6,+7.3," vs. POR, vs. IND, @ CLE, @ CLE",99 - 124
334,18-19,358,7,7,06/02/2021 22:00,Toyota Center,Houston Rockets,San Antonio Spurs,HOU,101.7,108.8,106.9,+1.8," @ OKC, @ OKC, @ MEM, vs. SAS",SAS,101.1,109.8,109.7,+0.2," vs. MEM, vs. MIN, @ HOU",106 - 111
335,18-19,359,7,7,06/02/2021 22:00,Chesapeake Energy Arena,Oklahoma City Thunder,Minnesota Timberwolves,OKC,101.3,105.2,112.3,-7.1," vs. HOU, vs. HOU, vs. MIN, vs. MIN",MIN,102.4,103.9,112.9,-9.0," @ CLE, @ SAS, @ OKC, @ OKC",120 - 118
336,18-19,360,7,7,06/02/2021 22:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,DAL,99.2,109.0,111.0,-2.1," vs. PHX, @ ATL, vs. GSW, vs. GSW",GSW,104.0,108.2,108.9,-0.8," vs. BOS, @ DAL, @ DAL",134 - 132
337,18-19,355,7,7,06/02/2021 23:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,NOP,99.9,109.9,112.4,-2.5," vs. SAC, vs. PHX, @ IND, vs. MEM",MEM,100.4,107.0,106.5,+0.5," @ SAS, @ IND, vs. HOU, @ NOP",118 - 109
338,18-19,361,7,7,07/02/2021 00:00,STAPLES Center,Los Angeles Lakers,Detroit Pistons,LAL,99.5,112.5,104.8,+7.8," @ ATL, vs. DEN, vs. DET",DET,98.9,107.5,111.4,-3.9," @ DEN, @ UTA, @ PHX, @ LAL",135 - 129
339,18-19,215,7,7,07/02/2021 15:00,Spectrum Center,Charlotte Hornets,Washington Wizards,CHA,100.0,108.7,109.7,-0.9," @ MIA, vs. PHI, vs. UTA, vs. WAS",WAS,105.3,110.9,115.6,-4.7," vs. POR, @ MIA, @ MIA, @ CHA",119 - 97
340,18-19,363,7,7,07/02/2021 15:00,Bankers Life Fieldhouse,Indiana Pacers,Utah Jazz,IND,110.2,111.8,109.8,+2.0," vs. MEM, @ MIL, vs. NOP, vs. UTA",UTA,98.8,114.9,107.7,+7.2," vs. DET, @ ATL, @ CHA, @ IND",95 - 103
341,18-19,364,7,7,07/02/2021 15:00,Madison Square Garden,New York Knicks,Miami Heat,NYK,96.1,106.6,108.0,-1.4," @ CHI, @ CHI, vs. POR, vs. MIA",MIA,100.0,105.5,111.0,-5.5," vs. CHA, vs. WAS, vs. WAS, @ NYK",103 - 109
342,18-19,365,7,7,07/02/2021 16:00,Phoenix Suns Arena,Phoenix Suns,Boston Celtics,PHX,98.2,109.8,107.1,+2.7," @ DAL, @ NOP, vs. DET, vs. BOS",BOS,100.1,111.6,108.9,+2.7," @ GSW, @ SAC, @ LAC, @ PHX",100 - 91
343,18-19,366,7,7,07/02/2021 17:00,STAPLES Center,LA Clippers,Sacramento Kings,LAC,98.1,116.7,108.9,+7.8," @ BKN, @ CLE, vs. BOS, vs. SAC",SAC,100.8,111.6,118.2,-6.6," @ NOP, vs. BOS, vs. DEN, @ LAC",110 - 113
344,18-19,367,7,7,08/02/2021 21:00,Spectrum Center,Charlotte Hornets,Houston Rockets,CHA,100.0,108.7,109.7,-0.9," @ MIA, vs. PHI, vs. UTA, vs. WAS",HOU,101.7,108.8,106.9,+1.8," @ OKC, @ OKC, @ MEM, vs. SAS",119 - 94
345,18-19,368,7,7,08/02/2021 22:00,United Center,Chicago Bulls,Washington Wizards,CHI,104.0,110.3,113.6,-3.4," vs. NYK, vs. NYK, @ ORL, @ ORL",WAS,105.3,110.9,115.6,-4.7," vs. POR, @ MIA, @ MIA, @ CHA",101 - 105
346,18-19,369,7,7,08/02/2021 22:00,FedExForum,Memphis Grizzlies,Toronto Raptors,MEM,100.4,107.0,106.5,+0.5," @ SAS, @ IND, vs. HOU, @ NOP",TOR,100.2,110.9,110.1,+0.8," @ ORL, @ BKN, @ ATL",113 - 128
347,18-19,370,7,7,08/02/2021 22:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,DAL,99.2,109.0,111.0,-2.1," vs. PHX, @ ATL, vs. GSW, vs. GSW",MIN,102.4,103.9,112.9,-9.0," @ CLE, @ SAS, @ OKC, @ OKC",127 - 122
348,18-19,371,7,7,08/02/2021 22:30,AT&T Center,San Antonio Spurs,Golden State Warriors,SAS,101.1,109.8,109.7,+0.2," vs. MEM, vs. MIN, @ HOU",GSW,104.0,108.2,108.9,-0.8," vs. BOS, @ DAL, @ DAL",105 - 100
349,18-19,372,7,7,08/02/2021 23:00,Phoenix Suns Arena,Phoenix Suns,Cleveland Cavaliers,PHX,98.2,109.8,107.1,+2.7," @ DAL, @ NOP, vs. DET, vs. BOS",CLE,98.2,103.9,108.3,-4.3," vs. MIN, vs. LAC, vs. MIL, vs. MIL",119 - 113
350,18-19,373,7,7,08/02/2021 23:30,Ball Arena,Denver Nuggets,Milwaukee Bucks,DEN,98.1,115.8,110.9,+4.9," vs. DET, @ LAL, @ SAC",MIL,101.8,117.9,110.6,+7.3," vs. POR, vs. IND, @ CLE, @ CLE",112 - 125
351,18-19,374,7,7,09/02/2021 00:00,STAPLES Center,Los Angeles Lakers,Oklahoma City Thunder,LAL,99.5,112.5,104.8,+7.8," @ ATL, vs. DEN, vs. DET",OKC,101.3,105.2,112.3,-7.1," vs. HOU, vs. HOU, vs. MIN, vs. MIN",119 - 112
352,18-19,375,8,8,09/02/2021 21:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,DET,98.7,107.0,111.9,-4.9," vs. BKN, vs. IND, @ BOS, vs. NOP",BKN,102.4,116.7,113.7,+3.0," @ DET, vs. IND, @ GSW",122 - 111
353,18-19,376,8,8,09/02/2021 21:30,AmericanAirlines Arena,Miami Heat,New York Knicks,MIA,99.5,106.8,110.4,-3.6," vs. NYK, @ HOU, @ UTA",NYK,96.1,107.0,108.1,-1.1," @ MIA, @ WAS, vs. HOU",98 - 96
354,18-19,377,8,8,09/02/2021 21:30,Smoothie King Center,New Orleans Pelicans,Houston Rockets,NOP,99.4,111.6,112.6,-1.0," vs. HOU, @ CHI, @ DAL, @ DET",HOU,102.0,108.5,106.2,+2.4," @ CHA, @ NOP, vs. MIA, @ NYK",130 - 101
355,18-19,378,8,8,09/02/2021 22:30,AT&T Center,San Antonio Spurs,Golden State Warriors,SAS,101.0,109.5,110.3,-0.8," vs. GSW, vs. GSW, @ ATL, @ CHA",GSW,103.8,110.3,110.1,+0.2," @ SAS, @ SAS, vs. ORL, vs. BKN",91 - 114
356,18-19,379,8,8,10/02/2021 00:00,Vivint Arena,Utah Jazz,Boston Celtics,UTA,98.9,115.4,107.0,+8.4," vs. BOS, vs. MIL, vs. MIA",BOS,99.3,111.9,109.8,+2.1," @ UTA, vs. TOR, vs. DET, @ WAS",122 - 108
357,18-19,380,8,8,10/02/2021 00:00,Moda Center,Portland Trail Blazers,Orlando Magic,POR,100.3,114.0,115.4,-1.4," vs. ORL, vs. PHI, vs. CLE, @ DAL",ORL,99.2,105.3,112.7,-7.4," @ POR, @ GSW, @ SAC, @ PHX",106 - 97
358,18-19,381,8,8,10/02/2021 00:00,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,SAC,100.8,112.3,116.8,-4.5," vs. PHI, vs. ORL, vs. MEM",PHI,102.0,111.4,107.4,+4.1," @ SAC, @ POR, @ PHX",111 - 119
359,18-19,382,8,8,10/02/2021 21:00,Capital One Arena,Washington Wizards,Toronto Raptors,WAS,104.2,109.6,116.2,-6.5," @ CHI, vs. TOR, vs. NYK, vs. BOS",TOR,100.2,112.5,111.1,+1.3," @ MEM, @ WAS, @ BOS, vs. MIN",115 - 137
360,18-19,384,8,8,10/02/2021 21:30,American Airlines Center,Dallas Mavericks,Atlanta Hawks,DAL,99.8,110.5,113.0,-2.5," vs. MIN, vs. ATL, vs. NOP, vs. POR",ATL,100.3,111.1,110.0,+1.1," @ DAL, vs. SAS, vs. IND",118 - 117
361,18-19,383,8,8,10/02/2021 22:00,Barclays Center,Brooklyn Nets,Indiana Pacers,BKN,102.4,116.7,113.7,+3.0," @ DET, vs. IND, @ GSW",IND,100.3,111.7,110.6,+1.1," @ BKN, @ DET, @ ATL",104 - 94
362,18-19,386,8,8,10/02/2021 22:00,FedExForum,Memphis Grizzlies,Charlotte Hornets,MEM,100.3,108.8,108.8,-0.1," vs. TOR, vs. CHA, @ LAL, @ SAC",CHA,100.2,109.9,110.4,-0.6," vs. HOU, @ MEM, vs. MIN, vs. SAS",130 - 114
363,18-19,387,8,8,10/02/2021 22:00,Target Center,Minnesota Timberwolves,LA Clippers,MIN,101.9,104.6,112.1,-7.4," @ DAL, vs. LAC, @ CHA, @ TOR",LAC,98.0,117.0,110.1,+6.9," @ MIN, @ CHI, vs. CLE",112 - 119
364,18-19,385,8,8,10/02/2021 23:00,United Center,Chicago Bulls,New Orleans Pelicans,CHI,102.9,111.1,112.6,-1.5," vs. WAS, vs. NOP, vs. LAC",NOP,99.4,111.6,112.6,-1.0," vs. HOU, @ CHI, @ DAL, @ DET",129 - 116
365,18-19,388,8,8,10/02/2021 23:00,Ball Arena,Denver Nuggets,Cleveland Cavaliers,DEN,98.1,115.0,111.6,+3.4," vs. MIL, vs. CLE, vs. OKC, vs. LAL",CLE,98.2,103.8,110.0,-6.2," @ PHX, @ DEN, @ POR, @ LAC",133 - 95
366,18-19,389,8,8,11/02/2021 00:00,Phoenix Suns Arena,Phoenix Suns,Milwaukee Bucks,PHX,97.6,110.0,107.5,+2.5," vs. CLE, vs. MIL, vs. PHI, vs. ORL",MIL,102.1,118.9,108.9,+10.0," @ DEN, @ PHX, @ UTA, @ OKC",125 - 124
367,18-19,390,8,8,11/02/2021 00:00,STAPLES Center,Los Angeles Lakers,Oklahoma City Thunder,LAL,99.0,113.0,104.8,+8.2," vs. OKC, vs. OKC, vs. MEM, @ DEN",OKC,101.8,104.9,111.5,-6.6," @ LAL, @ LAL, @ DEN, vs. MIL",114 - 113
368,18-19,392,8,8,11/02/2021 21:30,Toyota Center,Houston Rockets,Miami Heat,HOU,102.0,108.5,106.2,+2.4," @ CHA, @ NOP, vs. MIA, @ NYK",MIA,99.5,106.8,110.4,-3.6," vs. NYK, @ HOU, @ UTA",94 - 101
369,18-19,398,8,8,11/02/2021 21:30,TD Garden,Boston Celtics,Toronto Raptors,BOS,99.3,111.9,109.8,+2.1," @ UTA, vs. TOR, vs. DET, @ WAS",TOR,100.2,112.5,111.1,+1.3," @ MEM, @ WAS, @ BOS, vs. MIN",120 - 106
370,18-19,391,8,8,11/02/2021 22:00,Little Caesars Arena,Detroit Pistons,Indiana Pacers,DET,98.7,107.0,111.9,-4.9," vs. BKN, vs. IND, @ BOS, vs. NOP",IND,100.3,111.7,110.6,+1.1," @ BKN, @ DET, @ ATL",95 - 111
371,18-19,393,8,8,12/02/2021 00:00,Chase Center,Golden State Warriors,Orlando Magic,GSW,103.8,110.3,110.1,+0.2," @ SAS, @ SAS, vs. ORL, vs. BKN",ORL,99.2,105.3,112.7,-7.4," @ POR, @ GSW, @ SAC, @ PHX",111 - 105
372,18-19,394,8,8,12/02/2021 00:00,Moda Center,Portland Trail Blazers,Philadelphia 76ers,POR,100.3,114.0,115.4,-1.4," vs. ORL, vs. PHI, vs. CLE, @ DAL",PHI,102.0,111.4,107.4,+4.1," @ SAC, @ POR, @ PHX",118 - 114
373,18-19,395,8,8,12/02/2021 21:00,Spectrum Center,Charlotte Hornets,Minnesota Timberwolves,CHA,100.2,109.9,110.4,-0.6," vs. HOU, @ MEM, vs. MIN, vs. SAS",MIN,101.9,104.6,112.1,-7.4," @ DAL, vs. LAC, @ CHA, @ TOR",120 - 114
374,18-19,396,8,8,12/02/2021 21:00,Capital One Arena,Washington Wizards,New York Knicks,WAS,104.2,109.6,116.2,-6.5," @ CHI, vs. TOR, vs. NYK, vs. BOS",NYK,96.1,107.0,108.1,-1.1," @ MIA, @ WAS, vs. HOU",91 - 109
375,18-19,397,8,8,12/02/2021 21:30,State Farm Arena,Atlanta Hawks,San Antonio Spurs,ATL,100.3,111.1,110.0,+1.1," @ DAL, vs. SAS, vs. IND",SAS,101.0,109.5,110.3,-0.8," vs. GSW, vs. GSW, @ ATL, @ CHA",114 - 125
